UserID,Experiment,SessionNum,Trial,Date,Question,Answer,Response,RT,LenScore,LenAcc,StrictAcc,Info,TrialType,Feedback,DurationControl,Group,Phase,ContextCond,Pic
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,17,4/18/17 3:42,crisis,plate,plate,22.476,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,18,4/18/17 3:42,evidence,poison,poison,9.871,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,19,4/18/17 3:43,determination,harbor,,24.399,0,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,20,4/18/17 3:43,simile,cheese,cheese,12.918,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,21,4/18/17 3:43,emancipation,leech,leech,7.731,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,22,4/18/17 3:43,sentiment,corpse,corpse,7.402,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,23,4/18/17 3:44,array,blame,blame,10.359,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,24,4/18/17 3:44,gender,donkey,donkey,5.621,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,25,4/18/17 3:44,predicament,shorts,,14.114,0,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,26,4/18/17 3:44,satire,scarf,,9.304,0,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,27,4/18/17 3:44,ignorance,almond,,10.604,0,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,28,4/18/17 3:45,hope,yeast,,8.637,0,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,29,4/18/17 3:45,mercy,flavor,,6.623,0,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,30,4/18/17 3:45,mood,story,,6.06,0,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,31,4/18/17 3:45,honour,flood,,7.264,0,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,32,4/18/17 3:45,crisis,plate,plate,5.517,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,33,4/18/17 3:45,evidence,poison,poison,6.323,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,34,4/18/17 3:46,determination,harbor,,10.853,0,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,35,4/18/17 3:46,simile,cheese,cheese,4.517,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,36,4/18/17 3:46,emancipation,leech,leech,4.683,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,37,4/18/17 3:46,sentiment,corpse,corpse,7.241,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,38,4/18/17 3:46,array,blame,blame,10.409,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,39,4/18/17 3:46,gender,donkey,donkey,5.06,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,40,4/18/17 3:46,predicament,shorts,shots,6.977,90.90909091,1,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,41,4/18/17 3:47,satire,scarf,scarf,5.506,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,42,4/18/17 3:47,ignorance,almond,almonds,7.445,92.30769231,1,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,43,4/18/17 3:47,hope,yeast,,8.261,0,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,44,4/18/17 3:47,mercy,flavor,flavor,6.181,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,45,4/18/17 3:47,mood,story,,7.72,0,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,46,4/18/17 3:47,honour,flood,harbor,7.665,18.18181818,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,47,4/18/17 3:48,crisis,plate,plate,4.454,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,48,4/18/17 3:48,evidence,poison,poison,5.2,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,49,4/18/17 3:48,determination,harbor,flood,8.004,18.18181818,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,50,4/18/17 3:48,simile,cheese,cheese,4.627,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,51,4/18/17 3:48,emancipation,leech,leech,6.813,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,52,4/18/17 3:48,sentiment,corpse,corpse,5.068,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,53,4/18/17 3:48,array,blame,blame,4.632,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,54,4/18/17 3:48,gender,donkey,donkey,4.899,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,55,4/18/17 3:49,predicament,shorts,shorts,8.985,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,56,4/18/17 3:49,satire,scarf,scarf,5.154,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,57,4/18/17 3:49,ignorance,almond,almond,5.191,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,58,4/18/17 3:49,hope,yeast,story,14.715,40,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,59,4/18/17 3:49,mercy,flavor,story,4.312,36.36363636,0,0,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,60,4/18/17 3:50,mood,story,story,11.582,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,None,na
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,61,4/18/17 3:50,,,,11.838,0,0,1,,StepOut,NA,NA,soStudy.html,,,
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,62,4/18/17 3:50,inducement,barrel,,10.927,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,BarberShop.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,63,4/18/17 3:50,disposition,maggot,,9.275,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,JetSki.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,64,4/18/17 3:50,hypothesis,society,,9.166,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,Lighthouse.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,65,4/18/17 3:51,session,queen,,12.801,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,church.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,66,4/18/17 3:51,situation,manure,,8.407,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,marathon.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,67,4/18/17 3:51,belief,monkey,,9.23,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,club.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,68,4/18/17 3:51,obsession,bucket,,8.726,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,garden.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,69,4/18/17 3:51,immunity,mystery,,8.922,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,canoes.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,70,4/18/17 3:51,figment,wound,,11.861,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,StatueOfLiberty.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,71,4/18/17 3:51,blasphemy,doctor,,8.264,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,castle.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,72,4/18/17 3:52,hour,friend,,9.547,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,MachuPichu.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,73,4/18/17 3:52,cost,rumor,,17.693,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,RollerSkating.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,74,4/18/17 3:52,duty,invoice,,8.591,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,books.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,75,4/18/17 3:52,fantasy,agent,,10.141,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,ConcertStage.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,76,4/18/17 3:52,exactitude,divorce,,10.714,0,0,0,ab,readoverpic,NoFeedback,UserTiming,A,InitialStudy,Variable,Subway.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,77,4/18/17 3:53,inducement,barrel,,8.998,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,basketball.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,78,4/18/17 3:53,disposition,maggot,,5.893,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,LakeLandscape.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,79,4/18/17 3:53,hypothesis,society,,16.549,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,greenhouse.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,80,4/18/17 3:53,session,queen,,7.222,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,waterpark.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,81,4/18/17 3:53,situation,manure,,6.079,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,fireworks.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,82,4/18/17 3:53,belief,monkey,,6.161,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,Plane.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,83,4/18/17 3:54,obsession,bucket,,10.832,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,diner.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,84,4/18/17 3:54,immunity,mystery,,5.75,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,jungle.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,85,4/18/17 3:54,figment,wound,wound,11.647,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,hats.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,86,4/18/17 3:54,blasphemy,doctor,doctor,6.106,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,desert.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,87,4/18/17 3:54,hour,friend,friend,11.527,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,LivingRoom.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,88,4/18/17 3:55,cost,rumor,,5.682,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,CornMaze.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,89,4/18/17 3:55,duty,invoice,honor,7.165,16.66666667,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,boat.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,90,4/18/17 3:55,fantasy,agent,maggot,10.774,54.54545455,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,IceFishing.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,91,4/18/17 3:55,exactitude,divorce,maggot,10.082,15.38461538,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,snow.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,92,4/18/17 3:55,inducement,barrel,maggot,7.306,16.66666667,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,beach.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,93,4/18/17 3:55,disposition,maggot,maggot,5.617,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,RollerCoaster.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,94,4/18/17 3:56,hypothesis,society,queen,5.912,16.66666667,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,TrashSorting.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,95,4/18/17 3:56,session,queen,queen,5.311,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,wall.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,96,4/18/17 3:56,situation,manure,manure,15.924,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,bikes.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,97,4/18/17 3:56,belief,monkey,,6.705,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,dolphins.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,98,4/18/17 3:56,obsession,bucket,,5.623,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,HotAirBalloons.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,99,4/18/17 3:56,immunity,mystery,,6.303,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,construction.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,100,4/18/17 3:57,figment,wound,wound,5.831,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,HayBales.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,101,4/18/17 3:57,blasphemy,doctor,doctor,6.52,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,Prison.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,102,4/18/17 3:57,hour,friend,friend,7.247,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,theater.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,103,4/18/17 3:57,cost,rumor,divorse,8.712,33.33333333,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,Car.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,104,4/18/17 3:57,duty,invoice,divorce,7.502,71.42857143,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,dentist.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,105,4/18/17 3:57,fantasy,agent,divorce,9.189,16.66666667,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,ferriswheel.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,106,4/18/17 3:58,exactitude,divorce,divorce,6.428,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,classroom.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,107,4/18/17 3:58,inducement,barrel,,9.487,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,bedroom.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,108,4/18/17 3:58,disposition,maggot,queen,17.959,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,ComputerLab.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,109,4/18/17 3:58,hypothesis,society,honor,10.006,16.66666667,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,gym.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,110,4/18/17 3:59,session,queen,manure,10.759,18.18181818,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,Cave.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,111,4/18/17 3:59,situation,manure,manure,5.219,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,InsideBus.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,112,4/18/17 3:59,belief,monkey,monkey,8.462,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,underwater.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,113,4/18/17 3:59,obsession,bucket,,14.456,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,baseball.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,114,4/18/17 3:59,immunity,mystery,,9.956,0,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,Pool.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,115,4/18/17 4:00,figment,wound,wound,5.046,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,lava.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,116,4/18/17 4:00,blasphemy,doctor,doctor,5.465,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,kitchen.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,117,4/18/17 4:00,hour,friend,friend,5.123,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,tornado.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,118,4/18/17 4:00,cost,rumor,invoice,16.449,16.66666667,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,treehouse.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,119,4/18/17 4:00,duty,invoice,invoice,6.104,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,playground.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,120,4/18/17 4:00,fantasy,agent,divorce,9.04,16.66666667,0,0,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,skiing.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,121,4/18/17 4:01,exactitude,divorce,divorce,7.417,100,1,1,ab,testoverpic,Feedback,UserTiming,A,InitialStudy,Variable,lightning.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,122,4/18/17 4:01,,,,16.543,0,0,1,,StepOut,NA,NA,soStudy.html,,,
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,123,4/18/17 4:01,hatred,olives,,11.593,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,windmills.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,124,4/18/17 4:01,contribution,custom,,11.515,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,bathroom.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,125,4/18/17 4:01,management,prophet,,9.893,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,CircusTrain.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,126,4/18/17 4:02,reaction,mango,,7.532,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,library.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,127,4/18/17 4:02,origin,stump,,9.599,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,lab.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,128,4/18/17 4:02,misconception,tailor,,12.437,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,Poker.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,129,4/18/17 4:02,interest,horse,,18.824,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,casino.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,130,4/18/17 4:02,ingratitude,sleep,,9.45,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,bowling.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,131,4/18/17 4:03,knowledge,parrot,,8.576,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,Phones.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,132,4/18/17 4:03,debacle,pearl,,9.924,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,winterscene.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,133,4/18/17 4:03,wistfulness,oyster,,11.241,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,BounceHouse.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,134,4/18/17 4:03,aptitude,trouble,,10.905,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,tracks.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,135,4/18/17 4:03,effort,garden,,7.909,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,Satellite.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,136,4/18/17 4:03,freedom,forgery,,9.238,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,ColdCamping.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,137,4/18/17 4:04,disparity,quarry,,8.529,0,0,0,ab,readoverpic,NoFeedback,UserTiming,B,InitialStudy,Fixed,cave.jpg
A1NITBXDX8TN7T,FlashcardsContextPics_2,1,138,4/18/17 4:04,hatred,olives,olives,7.533,100,1,1,ab,testoverpic,Feedback,UserTiming,B,InitialStudy,Fixed,windmills.jpg
