Start Date	End Date	Response Type	IP Address	Progress	Duration (in seconds)	Finished	Recorded Date	Response ID	Recipient Last Name	Recipient First Name	Recipient Email	External Data Reference	Location Latitude	Location Longitude	Distribution Channel	User Language	Q_RecaptchaScore	What is your Prolific ID?	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Name as many countries as you can in the next 30 seconds.	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Name as many types of fruit as you can in the next 30 seconds.	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	Name as many dog breeds as you can in the next 30 seconds.	Timing - First Click	Timing - Last Click	Timing - Page Submit	Timing - Click Count	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	What is the title of this painting?	Similar	Different	Batch number
6/8/23 11:10	6/8/23 11:31	IP Address	24.245.49.200	100	1304	TRUE	6/8/23 11:31	R_2ClkPqyn4RBDuBM					44.8328	-93.4396	anonymous	EN	0.800000012	647ffbcfcf8adc8070bc2291	0	0	14.431	0	0	0	7.559	0	0	0	7.451	0	0	0	7.564	0																	"UK, USA, CANDA]"	4.08	4.08	30.016	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful																	0	0	7.936	0	0	0	7.173	0	0	0	7.473	0	0	0	7.37	0	"Appel, Mango, Ba"	10.774	10.774	30.014	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona																	0	0	8.046	0	0	0	7.084	0	0	0	7.407	0	0	0	7.092	0	BULLDOG 	5.057	6.339	30.11	2	Poem	Rumble	Lost	Luck	Drink	Faith	Happy	World	12	12	Batch 1
6/8/23 13:53	6/8/23 14:01	IP Address	69.115.132.183	100	525	TRUE	6/8/23 14:02	R_24MBftkOsCHMZp3					40.6627	-73.9138	anonymous	EN	1	616a4cb2ea6a2b174c83baca	0	0	12.728	0	0	0	10.457	0	0	0	13.717	0	0	0	7.662	0																	United States Canada Germany Australia 	3.595	3.595	30.115	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful																	0	0	16.28	0	0	0	12.63	0	0	0	7.845	0	0	0	6.795	0	Apple Banana Orange Strawberry Blueberry Watermelon 	1.372	1.372	30.153	1	Monroe	Derby	Dance	Verona	Light	Symphony	Derby	Verona																	0	0	10.917	0	0	0	13.022	0	0	0	8.107	0	0	0	7.288	0	Dalmatian Pug Chihuahua Pitbull Rottweiler Corgi   	1.34	18.71	30.143	3	Poem	Rumble	Happy	Luck	Rumble	Faith	Lost	Faith	8	9	Batch 1
6/8/23 13:54	6/8/23 14:02	IP Address	174.161.7.136	100	438	TRUE	6/8/23 14:02	R_24BgXQ1kWtUUjVu					35.958	-83.9172	anonymous	EN	0.899999976	64820e32334869281cacc339																	0	0	11.328	0	0	0	8.469	0	0	0	7.118	0	0	0	8.946	0	"united states, germany, england, canada, brazil, switzerla"	1.547	1.547	30.122	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful																	0	0	8.463	0	0	0	8.169	0	0	0	9.67	0	0	0	9.293	0	"apple, strawberry, lemon, tomato, grape, orange,"	1.658	1.658	30.108	1	Monroe	Symphony	Dance	Sugar	Tales	Tales	Derby	Verona	0	0	7.708	0	0	0	10.9	0	0	0	8.033	0	0	0	8.138	0																	"Golden Retriever, german shephard, collie, terrier, yorkshire "	2.297	2.297	30.014	1	Poem	Rumble	Lost	Luck	Drink	Faith	World	World	11	11	Batch 1
6/8/23 13:57	6/8/23 14:04	IP Address	98.234.191.112	100	433	TRUE	6/8/23 14:04	R_6XptFE4N0wJWICt					37.3512	-121.8846	anonymous	EN	1	5ffd0c9a38e1701dd161d59b	0	0	12.168	0	0	0	9.844	0	0	0	8.232	0	0	0	7.478	0																	North America South America Asia	3.468	25.898	30.012	4	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful	0	0	11.304	0	0	0	9.35	0	0	0	12.029	0	0	0	9.073	0																	Banana orange apple grapes peach apricot tomato watermelon 	1.879	1.879	30.114	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona																	0	0	8.209	0	0	0	11.135	0	0	0	10.52	0	0	0	8.754	0	terrier golden retreiver boxer husky labrador collie 	1.731	1.731	30.015	1	Poem	Happy	Lost	Luck	Drink	Rumble	Faith	World	10	11	Batch 1
6/8/23 13:58	6/8/23 14:09	IP Address	23.240.197.170	100	664	TRUE	6/8/23 14:09	R_1gvgEu0NauKc5ob					34.1283	-118.0514	anonymous	EN	1	5ee0e82f5f060109ed1d1d29																	0	0	14.953	0	0	0	17.788	0	0	0	18.903	0	0	0	8.639	0	"USA, Canada, Finland, Russia, Italy, France, Greece, Germany, Thailand, Vietnam,"	1.482	1.482	30.112	1	Ground	Change	Ballroom	Ballroom	Outlaws	Rambler	Pioneers	Thankful																	0	0	15.412	0	0	0	23.812	0	0	0	23.511	0	0	0	20.215	0	"Orange, apple, banana, grape, cucumber, tomato, "	1.853	1.853	30.009	1	Monroe	Symphony	Tales	Sugar	Derby	Tales	Derby	Verona	9.009	9.009	17.951	1	0	0	15.144	0	0	0	13.159	0	0	0	13.848	0																	"Dalmatian, German Shepard, poodle, "	1.397	1.397	30.127	1	Happy	Poem	Lost	Luck	Drink	Faith	Rumble	Happy	9	6	Batch 1
6/8/23 14:03	6/8/23 14:11	IP Address	45.25.93.61	100	475	TRUE	6/8/23 14:11	R_0uMJn9cmFtzZKAF					30.8936	-83.3235	anonymous	EN	1	6460181fc3a15babdad7bf3e																	0	0	10.031	0	0	0	12.147	0	0	0	8.861	0	0	0	12.028	0	"United States, Spain, Italy, France, Canada, Mexico, Greece, Germany, Ukraine, Poland, Russ"	1.999	1.999	30.019	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful	0	0	8.539	0	0	0	9.669	0	0	0	8.907	0	0	0	8.33	0																	"strawberry, peach, pear, pineapple, raspberry, blackberry, cherry, grape, apple, "	1.488	2.468	31.688	2	Monroe	Symphony	Dance	Sugar	Light	Tales	Verona	Derby																	0	0	8.016	0	0	0	9.211	0	0	0	8.62	0	0	0	8.58	0	"spaniel, setter, poodle, catahoula leopard, "	1.288	1.288	30.186	1	Poem	Rumble	Luck	Lost	Luck	Faith	World	Happy	9	8	Batch 1
6/8/23 14:04	6/8/23 14:14	IP Address	73.115.179.250	100	591	TRUE	6/8/23 14:14	R_9WTYUmajNPljKUx					29.7646	-95.3657	anonymous	EN	0.899999976	6010c31eeb191c464a4c134d	0	0	25.501	0	0	0	10.682	0	0	0	26.796	0	0	0	14.702	0																	Angola China Russia New Zealand Canada Zimbabwe Mexico Colombia 	1.626	1.626	30.007	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful																	0	0	15.138	0	0	0	14.131	0	0	0	12.519	0	0	0	26.041	0	banana apple mango orange clementine pineapple cranberry 	2.221	2.221	30.014	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona	0	0	18.106	0	0	0	15.398	0	0	0	15.197	0	0	0	11.982	0																	golden retriever french bu 	1.722	17.904	30.109	2	Poem	Rumble	Lost	Luck	Drink	Drink	Happy	World	12	11	Batch 1
6/8/23 14:07	6/8/23 14:15	IP Address	136.58.9.196	100	451	TRUE	6/8/23 14:15	R_21A6aVX1yKFPFAY					36.1769	-86.7339	anonymous	EN	1	62e0237825713832462d55ad	0	0	19.02	0	0	0	10.599	0	0	0	7.264	0	0	0	6.572	0																	"Italy, Spain, France, USA, Canada, Mexico, Brazil, Nicaragua, Chile, Argentina, Iran, Iraq, Kazakstan, Pakistan, Lybia,"	1.602	1.602	30.114	1	Change	Ground	Ballroom	Lonesome	Thankful	Rambler	Pioneers	Rambler	0	0	18.381	0	0	0	8.495	0	0	0	7.271	0	0	0	7.005	0																	"apple, orange, rasberry, watermelon, strawberry, blueberry, mango, pineapple, blackberry, mel"	1.431	1.431	30.11	1	Monroe	Dance	Sugar	Tales	Light	Symphony	Derby	Verona	0	0	14.846	0	0	0	7.446	0	0	0	6.776	0	0	0	7.137	0																	"golden retriever, dachshund, boxer, beagle, chihuahua, poodle, schnauzer, bichon, lab"	1.098	1.098	30.01	1	World	Faith	Lost	Luck	Drink	World	Happy	Poem	7	7	Batch 1
6/8/23 14:12	6/8/23 14:19	IP Address	68.93.135.50	100	404	TRUE	6/8/23 14:19	R_1dEumwdohZxsxBi					38.2213	-85.7396	anonymous	EN	1	578bcb2c09fb91000133750e	0	0	7.649	0	0	0	7.518	0	0	0	10.396	0	0	0	7.262	0																	"USA, Mexico, Canada, Argentina, Great Britain, France, Spain, Kenya, South Africa, Chile, Belize, Egypt, China, Japan, Thailand, "	1.688	1.688	30.012	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful																	0	0	10.318	0	0	0	8.224	0	0	0	10.805	0	0	0	9.386	0	"apple, pear, strawberry, banana, orange, clementine, grape, cherry, kiwi, plantain, tomato, watermelon,"	1.623	2.872	30.016	2	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona	0	0	7.689	0	0	0	7.116	0	0	0	7.166	0	0	0	8.9	0																	"beagle, great pyrenes, dalmation, dachsund, labrador, pug, poodle, jack russell, germa"	1.947	1.947	30.119	1	Poem	Rumble	Lost	Luck	Drink	Faith	Happy	World	12	12	Batch 1
6/8/23 14:16	6/8/23 14:23	IP Address	67.164.154.67	100	435	TRUE	6/8/23 14:23	R_1gkitPCBFHNde9V					35.0813	-106.6387	anonymous	EN	1	5c080adf76e77b00016744dc	0	0	6.763	0	0	0	6.843	0	0	0	7.895	0	0	0	6.637	0																	USA Canada France South Africa Mexico England Ireland Norway 	1.739	1.739	30.118	1	Thankful	Thankful	Ballroom	Lonesome	Lonesome	Outlaws	Pioneers	Thankful	0	0	6.927	0	0	0	7.545	0	0	0	11.051	0	0	0	6.776	0																	apple orange banana cherry strawberry plum grape peach 	1.89	1.89	30.022	1	Monroe	Monroe	Symphony	Sugar	Tales	Light	Verona	Light																	0	0	13.986	0	0	0	7.624	0	0	0	8.653	0	0	0	7.002	0	"Lab, border collie, shitzu, bulldog, boston terrier, "	2.198	2.198	30.026	1	Poem	Rumble	Lost	Luck	Drink	Faith	Faith	Happy	6	6	Batch 1
6/8/23 14:08	6/8/23 14:24	IP Address	98.6.147.26	100	975	TRUE	6/8/23 14:24	R_3KYIWolWo7hnUqI					31.8378	-106.538	anonymous	EN	1	646d0c002229d5c74c06847c																	0	0	11.408	0	0	0	10.696	0	0	0	21.939	0	0	0	44.232	0	"Africa, South America, North America, Canada, Russia, china, "	5.253	5.253	30.017	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful																	0	0	8.96	0	0	0	11.04	0	5.851	5.851	7.208	1	0	0	15.04	0	"Apple, orange, kiwi, strawberry, banana, pear, grape, blueberry, raspberry, blackb"	3.243	3.243	30.007	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Monroe	Verona	0.297	0.297	11.024	1	0	0	14.163	0	0	0	12.338	0	0	0	15.225	0																	"Dalmatian, bulldog, chihuahua, Rottweiler, "	3.351	3.351	30.019	1	Poem	Rumble	Lost	Luck	Drink	Rumble	Happy	Faith	11	10	Batch 1
6/8/23 14:15	6/8/23 14:25	IP Address	24.254.203.72	100	579	TRUE	6/8/23 14:25	R_3IXcDNGsYyAzOz9					37.3197	-76.7625	anonymous	EN	1	61007966aff8c0392da61a00	0	0	20.248	0	0	0	23.737	0	0	0	22.638	0	0	0	7.789	0																	"Argentina, Brazil, Canada, Netherlands, Germany, Scotland, Ireland, USA, Mexico, "	1.674	1.674	30.009	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Pioneers	Thankful	0	0	25.861	0	0	0	15.825	0	0	0	13.114	0	0	0	10.048	0																	"banana, apple, orange, blueberries, strawberries, cherries, lime, lemon, pineapple, lychee, "	1.492	1.492	30.006	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona																	0	0	15.071	0	0	0	8.759	0	0	0	21.165	0	0	0	14.493	0	"Labrador, chow, poodle, spaniel, boxer, chihuahua, "	2.131	2.131	30.011	1	Rumble	Rumble	Luck	Luck	Drink	Faith	Happy	World	12	10	Batch 1
6/8/23 14:21	6/8/23 14:29	IP Address	108.209.16.113	100	475	TRUE	6/8/23 14:29	R_1M0QMXhKJmcJ8pB					42.2623	-85.6148	anonymous	EN	1	63e5afe232a49ecaa3272df9	0	0	7.348	0	0	0	8.4	0	0	0	7.811	0	0	0	7.699	0																	"USA, canada, mexico, iraq, japan, russia, ukraine, italy, united kingdom, ireland, iceland, "	1.75	1.75	30.122	1	Change	Ground	Ballroom	Lonesome	Outlaws	Rambler	Thankful	Pioneers																	0	0	7.252	0	0	0	7.594	0	0	0	7.387	0	0	0	6.928	0	"banana, blueberries, strawberry, plum, apple, tomato, oran"	1.801	1.801	30.009	1	Monroe	Symphony	Dance	Sugar	Light	Tales	Derby	Verona																	0	0	7.486	0	0	0	7.254	0	0	0	7.146	0	0	0	6.939	0	"dachshun, labrador, pit bull, golden retreiver, poodle, chihuahua, "	1.42	29.121	30.11	2	Poem	Rumble	Lost	Luck	Drink	Drink	Faith	World	10	10	Batch 1
